Launch,Launch Date (UTC),COSPAR,PL Name,Orig PL Name,SATCAT,LV Type,LV S/N,Site,Suc,Ref
2009-038,2009 Jul 15 2203:10,2009-038A,Endeavour (STS-127),OV-105,S35633,Space Shuttle,STS-127,KSC LC39A,S,Wire
,,2009-038B,DRAGONSAT AggieSat 2,AggieSat 2,S35690,,,,,
,,2009-038E,ANDE-PS,ANDE Passive Sphere,S35693,,,,,
,,2009-038F,ANDE-AS,ANDE Active Sphere,S35694,,,,,
,,2009-038,Kibo Exposed Facility,ISS JEM EF,A07559,,,,,
2009-039,2009 Jul 21 0357:43,2009-039A,Kosmos-2454,Parus No. 206,S35635,Kosmos 11K65M,47181-710,GIK-1 LC132/1,S,NK0909-36
,,2009-039B,Sterkh No. 1,Sterkh No.11L,S35636,,,,,
2009-040,2009 Jul 24 1056:56,2009-040A,Progress M-67,Progress 7K-TGM No.367,S35641,Soyuz-U-PVB,Yu15000-112 112,GIK-5 LC1,S,Wire
2009-041,2009 Jul 29 1846:29,2009-041A,Deimos-1,Deimos-1 DMC,S35681,Dnepr,510-7681-113,GIK-5 LC109/95,S,nasaspaceflight.com
,,2009-041B,DubaiSat-1,DubaiSat-1,S35682,,,,,
,,2009-041C,UK-DMC-2,UK-DMC-2,S35683,,,,,
,,2009-041D,AprizeSat-4,-,S35684,,,,,
,,2009-041E,Nanosat 1B,Nanosat,S35685,,,,,
,,2009-041F,AprizeSat-3,-,S35686,,,,,
2009-042,2009 Aug 11 1947:33,2009-042A,Asiasat 5,Asiasat 5,S35696,Proton-M/Briz-M,935-07/99507,GIK-5 LC200/39,S,Wire
2009-043,2009 Aug 17 1035:00,2009-043A,GPS IIR-21(M),Navstar GPS SVN 50,S35752,Delta 7925-9.5,D343,CC SLC17A,S,spaceflightnow.com
2009-044,2009 Aug 21 2209,2009-044A,JCSAT RA,JCSAT 12,S35755,Ariane 5ECA,V190 (548),CSG ELA3,S,Wire
,,2009-044B,Optus D3,Optus D3,S35756,,,,,
2009-045,2009 Aug 29 0359:37,2009-045A,Discovery (STS-128),OV-103,S35811,Space Shuttle,STS-128,KSC LC39A,S,Wire
,,2009-045,Leonardo,MPLM-1,A07602,,,,,
2009-046,2009 Aug 31 0928,2009-046A,Palapa D,Palapa D,S35812,Chang Zheng 3B,Y8 (118),XSC LC2?,F,xinhuanet.com
2009-047,2009 Sep 8 2135:00,2009-047A,NEMESIS 1,P360/PAN,S35815,Atlas V 401,AV-018,CC SLC41,S,Wire
2009-048,2009 Sep 10 1701:46,2009-048A,HTV 1,HTV 1 Gijutso jissho-ki,S35817,H-IIB,H-IIB-TF1,TNSC Y2,S,Wire
2009-049,2009 Sep 17 1555:07,2009-049A,Meteor-M No. 1,Meteor-M No. 1,S35865,Soyuz-2-1B,Ts15000-002 002,GIK-5 LC31,S,NK0911-34
,,2009-049B,Sterkh No. 12L,Sterkh No. 12L,S35866,,,,,
,,2009-049D,Universitetskiy/Tat'yana-2,MGU Tat'yana-2,S35868,,,,,
,,2009-049E,UGATUSAT,-,S35869,,,,,
,,2009-049F,Sumbandila-OSCAR-67,SumbandilaSat,S35870,,,,,
,,2009-049G,Blits,Blits,S35871,,,,,
,,2009-049C,IRIS,IRIS 1/IRIS 2,A07615,,,,,
2009-050,2009 Sep 17 1919:19,2009-050A,Nimiq 5,Nimiq 5,S35873,Proton-M/Briz-M,935-08/99508,GIK-5 LC200/39,S,NK0911-41
2009-051,2009 Sep 23 0621,2009-051A,Oceansat-2,IRS Oceansat-2,S35931,PSLV,PSLV-C14,SHAR FLP,S,Wire
,,2009-051B,SwissCube,SwissCube,S35932,,,,,
,,2009-051C,BEESAT,BEESAT,S35933,,,,,
,,2009-051D,UWE-2,UWE-2,S35934,,,,,
,,2009-051E,ITUpSAT-1,ITU piko SATellite 1,S35935,,,,,
2009-052,2009 Sep 25 1220:00,2009-052A,STSS 1,STSS-Demo 1,S35937,Delta 7920-10C,D344,CC SLC17B,S,spaceflightnow.com
,,2009-052B,STSS 2,STSS-Demo 2,S35938,,,,,
2009-053,2009 Sep 30 0714:45,2009-053A,Soyuz TMA-16,Soyuz 11F732A17 No. 226,S35940,Soyuz-FG,B 15000-029 029,GIK-5 LC1,S,NK0911-22
2009-054,2009 Oct 1 2159,2009-054A,Amazonas-2,Amazonas 2,S35942,Ariane 5ECA,V191 (549),CSG ELA3,S,Wire
,,2009-054B,COMSATBw-1,COMSATBw-1,S35943,,,,,
2009-055,2009 Oct 8 1851:01,2009-055A,WorldView-2,WorldView-2,S35946,Delta 7920-10C,D345,V SLC2W,S,spaceflightnow.com
2009-056,2009 Oct 15 0114:37,2009-056A,Progress M-03M,Progress 7K-TGM No.403,S35948,Soyuz-U-PVB,Yu15000-120 120,GIK-5 LC1,S,Wire
2009-057,2009 Oct 18 1612:01,2009-057A,DMSP F-18,DMSP Block 5D-3 S-18,S35951,Atlas V 401,AV-017,VS SLC3E,S,Wire
2009-058,2009 Oct 29 2000,2009-058A,NSS 12,NSS 12,S36032,Ariane 5ECA,V192 (550),CSG ELA3,S,Wire
,,2009-058B,Thor 6,Thor 6,S36033,,,,,
2009-059,2009 Nov 2 0150:51,2009-059A,SMOS,SMOS,S36036,Rokot,492-5882-033/72,GIK-1 LC133/3,S,NK1001-26
,,2009-059B,PROBA-2,Proba-2,S36037,,,,,
2009-060,2009 Nov 10 1422:04,2009-060A,Poisk,ISS MIM-2,S36086,Soyuz-U-PVB,B 15000-121 121,GIK-5 LC1,S,NK1001-03
,,2009-060A,Progress M-MIM2 PAO,Progress M-SO2 No. 302,A07627,,,,,
2009-061,2009 Nov 12 0245,2009-061A,Shi Jian 11-01,shijian shi yihao 01 xing,S36088,Chang Zheng 2C,Y21 (119),JQ Pad 603,S,xinhuanet.com
2009-062,2009 Nov 16 1928:10,2009-062A,Atlantis (STS-129),OV-104,S36094,Space Shuttle,STS-129,KSC LC39A,S,Wire
2009-063,2009 Nov 20 1044:00,2009-063A,Kosmos-2455,Lotos-S1 No. 801 (1L),S36095,Soyuz-U-PVB,76043 -811 097,GIK-1 LC16/2,S,NK1001-23
2009-064,2009 Nov 23 0655:00,2009-064A,Intelsat IS-14,IS-14,S36097,Atlas V 431,AV-024,CC SLC41,S,Wire
2009-065,2009 Nov 24 1419:10,2009-065A,Eutelsat W7,Eutelsat W7,S36101,Proton-M/Briz-M,935-09/99509,GIK-5 LC200/39,S,NK1001-35
2009-066,2009 Nov 28 0121,2009-066A,JSE kougaku-3 gouki,IGS Optical-3,S36104,H-IIA 202,H-IIA-16,TNSC Y,S,Wire
2009-067,2009 Nov 30 2100:00,2009-067A,Intelsat IS-15,IS-15,S36106,Zenit-3SLB,SB60.4/SLB 4L,GIK-5 LC45/1,S,NK1001-40
2009-068,2009 Dec 6 0147:00,2009-068A,WGS SV-3,Wideband Global Satcom 3,S36108,"Delta 4M+(5,4)",D4-11 (346) 445,CC SLC37B,S,Wire
2009-069,2009 Dec 9 0842,2009-069A,Yaogan Weixing 7,Jianbing-6 03 xing,S36110,Chang Zheng 2D,Y10 (120),JQ Pad 603,S,xinhuanet.com
2009-070,2009 Dec 14 1038:27,2009-070A,Kosmos-2456,Uragan-M No. 730,S36111,Proton-M/DM-2,535-38/115L,GIK-5 LC81/24,S,Wire
,,2009-070B,Kosmos-2457,Uragan-M No. 733,S36112,,,,,
,,2009-070C,Kosmos-2458,Uragan-M No. 734,S36113,,,,,
2009-071,2009 Dec 14 1409:33,2009-071A,WISE,Wide Field IR Explorer,S36119,Delta 7320-10C,D347,V SLC2W,S,spaceflightnow.com
2009-072,2009 Dec 15 0231:05,2009-072A,Yaogan Weixing 8,Jianbing-9 01 xing,S36121,Chang Zheng 4C,Y4 (121),TYSC LC9?,S,xinhuanet.com
,,2009-072B,Hope-OSCAR-68 (Xi Wang 1),xiwang yihao,S36122,,,,,
2009-073,2009 Dec 18 1626,2009-073A,Helios IIB,Helios 2B,S36124,Ariane 5GS,V193 (532),CSG ELA3,S,Wire
2009-074,2009 Dec 20 2152:00,2009-074A,Soyuz TMA-17,Soyuz 11F732A17 No. 227,S36129,Soyuz-FG,B 15000-031 031,GIK-5 LC1,S,Wire
2009-075,2009 Dec 29 0022:00,2009-075A,DirecTV 12,DirecTV-12,S36131,Proton-M/Briz-M,935-10/99510,GIK-5 LC200/39,S,Wire
2010-001,2010 Jan 16 1612:04,2010-001A,Beidou DW 3,di san ke beidou daohang,S36287,Chang Zheng 3C,Y2 (122),XSC LC2,S,xinhuanet.com
2010-002,2010 Jan 28 0018:00,2010-002A,Raduga-1M,Globus-1M No. 12L,S36358,Proton-M/Briz-M,535-35/88527,GIK-5 LC81/24,S,NK1003-12
2010-003,2010 Feb 3 0345:29,2010-003A,Progress M-04M,Progress 7K-TGM No.404,S36361,Soyuz-U-PVB,B 15000-117 117,GIK-5 LC1,S,NK1004-1
2010-004,2010 Feb 8 0914:08,2010-004A,Endeavour (STS-130),OV-105,S36394,Space Shuttle,STS-130,KSC LC39A,S,Wire
,,2010-004A,Tranquility,ISS Node 3,A07674,,,,,
,,2010-004,Cupola,ISS Cupola,A07675,,,,,
2010-005,2010 Feb 11 1523:00,2010-005A,Solar Dynamics Observatory,SDO,S36395,Atlas V 401,AV-021,CC SLC41,S,Wire
2010-006,2010 Feb 12 0039:40,2010-006A,Intelsat IS-16,Intelsat IS-16,S36397,Proton-M/Briz-M,535-32/99511,GIK-5 LC200/39,S,Wire
2010-007,2010 Mar 1 2119:44,2010-007A,Kosmos-2459,Uragan-M No. 731,S36400,Proton-M/DM-2,535-40/116L,GIK-5 LC81/24,S,NK1005-15
,,2010-007B,Kosmos-2461,Uragan-M No. 735,S36401,,,,,
,,2010-007C,Kosmos-2460,Uragan-M No. 732,S36402,,,,,
2010-008,2010 Mar 4 2357:00,2010-008A,GOES 15,GOES P,S36411,"Delta 4M+(4,2)",D4-12 (348) 424,CC SLC37B,S,Wire
2010-009,2010 Mar 5 0455:05,2010-009A,Yaogan Weixing 9,Jianbing-8 01 xing,S36413,Chang Zheng 4C,Y5 (123),JQ Pad 603,S,xinhuanet.com
,,2010-009B,Yaogan Weixing 9 fu xing yi,Jianbing-8 01 subsat 1,S36414,,,,,
,,2010-009C,Yaogan Weixing 9 fu xing er,Jianbing-8 01 subsat 2,S36415,,,,,
2010-010,2010 Mar 20 1826:57,2010-010A,Echostar XIV,Echostar 14,S36499,Proton-M/Briz-M,935-14/99514,GIK-5 LC200/39,S,NK1005-21
2010-011,2010 Apr 2 0404:33,2010-011A,Soyuz TMA-18,Soyuz 11F732A17 No. 228,S36505,Soyuz-FG,Yu15000-028 028,GIK-5 LC1,S,NK1006-1
2010-012,2010 Apr 5 1021:25,2010-012A,Discovery (STS-131),OV-103,S36507,Space Shuttle,STS-131,KSC LC39A,S,Wire
,,2010-012,Leonardo,MPLM-1,A07693,,,,,
2010-013,2010 Apr 8 1357:05,2010-013A,CRYOSAT 2,Cryosat 2,S36508,Dnepr,450-4261-304,GIK-5 LC109/95,S,nasaspaceflight.com
2010-014,2010 Apr 16 1500:00,2010-014A,Kosmos-2462,Kobal't-M No. 561,S36511,Soyuz-U-PVB,76029 -169 124,GIK-1 LC16/2,S,NK1006-45
2010-015,2010 Apr 22 2352:00,2010-015A,X-37B OTV-1,X-37B No. 1,S36514,Atlas V 501,AV-012,CC SLC41,S,Wire
2010-016,2010 Apr 24 1119:00,2010-016A,SES-1,SES-1,S36516,Proton-M/Briz-M,935-11/99512,GIK-5 LC200/39,S,NK1006-51
2010-017,2010 Apr 27 0105:09,2010-017A,Kosmos-2463,Parus No. 207,S36519,Kosmos 11K65M,47181-707,GIK-1 LC132/1,S,NK1006-53
2010-018,2010 Apr 28 1715:09,2010-018A,Progress M-05M,Progress 7K-TGM No.405,S36521,Soyuz-U-PVB,B 15000-118 118,GIK-5 LC1,S,NK1006-21
2010-019,2010 May 14 1820:09,2010-019A,Atlantis (STS-132),OV-104,S36572,Space Shuttle,STS-132,KSC LC39A,S,Wire
,,2010-019,Rassvet,ISS RS MIM-1,A07725,,,,,
2010-020,2010 May 20 2158:22,2010-020A,Hayato,K-SAT,S36573,H-IIA 202,H-IIA-17,TNSC Y,S,Wire
,,2010-020B,Waseda-Sat 2,Waseda-Sat 2,S36574,,,,,
,,2010-020C,Negai*,Negai-star (Negai*),S36575,,,,,
,,2010-020D,Akatsuki,PLANET-C,S36576,,,,,
,,2010-020E,Ikaros,Ikaros,S36577,,,,,
,,2010-020F,Shi'nen,Unitec-1,S36578,,,,,
2010-021,2010 May 21 2201,2010-021A,Astra 3B,Astra 3B,S36581,Ariane 5ECA,V194 (551),CSG ELA3,S,Wire
,,2010-021B,COMSATBw-2,COMSATBw-2,S36582,,,,,
2010-022,2010 May 28 0300:00,2010-022A,GPS IIF-1,GPS SVN 62,S36585,"Delta 4M+(4,2)",D4-13 (349) 424,CC SLC37B,S,Wire
2010-023,2010 Jun 2 0159:12,2010-023A,SERVIS-2,SERVIS-2,S36588,Rokot,511-1992-007P/7,GIK-1 LC133/3,S,NK1008-16
2010-024,2010 Jun 2 1553:04,2010-024A,Beidou DW 4,di si ke beidou daohang w,S36590,Chang Zheng 3C,Y4 (124),XSC LC2,S,xinhuanet.com
2010-025,2010 Jun 3 2200:08,2010-025A,Badr 5,Arabsat 5B,S36592,Proton-M/Briz-M,935-12/99513,GIK-5 LC200/39,S,NK1008-22
2010-026,2010 Jun 4 1845:00,2010-026A,Dragon Qual Unit,Dragon Spacecraft,S36595,Falcon 9,1,CC LC40,S,Wire
2010-027,2010 Jun 15 0139:04,2010-027A,Shi Jian 12,shijian shi erhao weixing,S36596,Chang Zheng 2D,Y15 (125),JQ Pad 603,S,xinhuanet.com
2010-028,2010 Jun 15 1442:21,2010-028A,Picard,Picard,S36598,Dnepr,450-3261-316,YAS Sh370/13,S,NK1008-32
,,2010-028B,PRISMA-Mango,Prisma MAIN,S36599,,,,,
,,2010-028F,PRISMA-Tango,Prisma TARGET,S36827,,,,,
2010-029,2010 Jun 15 2135:19,2010-029A,Soyuz TMA-19,Soyuz 11F732A17 No. 229,S36603,Soyuz-FG,B 15000-032 032,GIK-5 LC1,S,Wire
2010-030,2010 Jun 21 0214:08,2010-030A,Tandem-X,TDX,S36605,Dnepr,450-3261-314,GIK-5 LC109/95,S,NK1008-36
2010-031,2010 Jun 22 1900?,2010-031A,Ofeq-9,Ofeq-9,S36608,Shaviyt 1,8,PALB,S,TLE
2010-032,2010 Jun 26 2141,2010-032A,Chollian,COMS-1,S36744,Ariane 5ECA,V195 (552),CSG ELA3,S,Wire
,,2010-032B,Arabsat 5A,Arabsat 5A,S36745,,,,,
2010-033,2010 Jun 30 1535:14,2010-033A,Progress M-06M,Progress 7K-TGM No.406,S36748,Soyuz-U-PVB,B 15000-119 119,GIK-5 LC1,S,Wire
2010-034,2010 Jul 10 1840:36,2010-034A,Echostar XV,-,S36792,Proton-M/Briz-M,935-15/99515,GIK-5 LC200/39,S,Wire
2010-035,2010 Jul 12 0352,2010-035A,Cartosat 2B,Cartosat-2B,S36795,PSLV,PSLV-C15,SHAR FLP,S,Wire
,,2010-035B,Studsat,Studsat,S36796,,,,,
,,2010-035C,AISSAT-1,AISSAT-1,S36797,,,,,
,,2010-035D,ALSAT-2A,ALSAT-2A,S36798,,,,,
,,2010-035E,Tlsat-1,Tlsat-1,S36799,,,,,
2010-036,2010 Jul 31 2130:04,2010-036A,Beidou DW 5,diwu ke beidou daohang we,S36828,Chang Zheng 3A,Y16 (126),XSC LC3,S,xinhuanet.com
2010-037,2010 Aug 4 2059,2010-037A,Nilesat 201,Nilesat 201,S36830,Ariane 5ECA,V196 (554),CSG ELA3,S,Wire
,,2010-037B,RASCOM-QAF 1R,RASCOM-QAF 1R,S36831,,,,,
2010-038,2010 Aug 9 2249:05,2010-038A,Yaogan Weixing 10,Jianbing-5 03 xing,S36834,Chang Zheng 4C,Y6,TYSC LC9,S,xinhuanet.com
2010-039,2010 Aug 14 1107:00?,2010-039A,AEHF SV-1,AEHF SV-1,S36868,Atlas V 531,AV-019,CC SLC41,S,Wire
2010-040,2010 Aug 24 0710:04,2010-040A,Tianhui 1-01,tianhui yi hao weixing,S36985,Chang Zheng 2D,Y14,JQ Pad 603,S,xinhuanet.com
2010-041,2010 Sep 2 0053:50,2010-041A,Kosmos-2464,Uragan-M No. 736,S37137,Proton-M/DM-2,535-30/118L,GIK-5 LC81/24,S,NK1011-18
,,2010-041B,Kosmos-2465,Uragan-M No. 737,S37138,,,,,
,,2010-041C,Kosmos-2466,Uragan-M No. 738,S37139,,,,,
2010-042,2010 Sep 4 1614:04,2010-042A,Zhongxing 6A,zhongxing liu A weixing,S37150,Chang Zheng 3B,Y13,XSC LC2,S,xinhuanet.com
2010-043,2010 Sep 8 0330:18,2010-043A,Gonets-M No. 12,Gonets-M No. 12L (T001),S37152,Rokot,630-9793-567/72,GIK-1 LC133/3,S,NK1011-25
,,2010-043B,Kosmos-2467,Strela-3 No. 156L (556),S37153,,,,,
,,2010-043C,Kosmos-2468,Rodnik No. 13L,S37154,,,,,
2010-044,2010 Sep 10 1022:57,2010-044A,Progress M-07M,Progress 7K-TGM No.407,S37156,Soyuz-U-PVB,B 15000-122 122,GIK-5 LC31,S,NK1011-06
2010-045,2010 Sep 11 1117:00,2010-045A,Michibiki,QZSS,S37158,H-IIA 202,H-IIA-18,TNSC Y,S,Wire
2010-046,2010 Sep 21 0403:30,2010-046A,USA 215,TOPAZ 1?,S37162,Atlas V 501,AV-025,VS SLC3E,S,Wire
2010-047,2010 Sep 22 0242:04,2010-047A,Yaogan Weixing 11,Jianbing-6 04 xing,S37165,Chang Zheng 2D,Y11,JQ Pad 603,S,xinhuanet.com
,,2010-047B,Zheda Pixing 1A,ZDPS 1A-1,S37166,,,,,
,,2010-047C,Zheda Pixing 1A,ZDPS 1A-2,S37167,,,,,
2010-048,2010 Sep 26 0441:00,2010-048A,SBSS 1,SBSS Block 10,S37168,Minotaur IV,2,VS SLC8,S,Wire
2010-049,2010 Sep 30 1701:15,2010-049A,Kosmos-2469,Oko No. 6071,S37170,Molniya 8K78M,78041 -699 052,GIK-1 LC16/2,S,NK1011-37
2010-050,2010 Oct 1 1059:57,2010-050A,Chang'e-2,chang'e erhao weixing,S37174,Chang Zheng 3C,Y7,XSC LC2,S,xinhuanet.com
2010-051,2010 Oct 6 0049:05,2010-051A,Shi Jian 6/4B,shijian liuhao 4 zu B xin,S37179,Chang Zheng 4B,Y23,TYSC LC9,S,xinhuanet.com
,,2010-051B,Shi Jian 6/4A,shijian liuhao 4 zu A xin,S37180,,,,,
2010-052,2010 Oct 7 2310:55,2010-052A,Soyuz TMA-01M,Soyuz 11F732A47 No. 701,S37183,Soyuz-FG,B 15000-035 035,GIK-5 LC1,S,NK1012-01
2010-053,2010 Oct 14 1853:21,2010-053A,Sirius XM-5,-,S37185,Proton-M/Briz-M,935-16/99517,GIK-5 LC81/24,S,NK1012-28
2010-054,2010 Oct 19 1710:59,2010-054A,Globalstar M079,Globalstar-2 FM8?,S37188,Soyuz-2-1A,B 15000-009 009,GIK-5 LC31,S,NK1012-30
,,2010-054B,Globalstar M074,Globalstar-2 FM3?,S37189,,,,,
,,2010-054C,Globalstar M076,Globalstar-2 FM5?,S37190,,,,,
,,2010-054D,Globalstar M077,Globalstar-2 FM6?,S37191,,,,,
,,2010-054E,Globalstar M075,Globalstar-2 FM4?,S37192,,,,,
,,2010-054F,Globalstar M073,Globalstar-2 FM2?,S37193,,,,,
2010-055,2010 Oct 27 1511:50,2010-055A,Progress M-08M,Progress 7K-TGM No.408,S37196,Soyuz-U-PVB,I 15000-123 123,GIK-5 LC1,S,Wire
2010-056,2010 Oct 28 2151,2010-056A,Eutelsat W3B,Eutelsat W3B,S37206,Ariane 5ECA,V197 (555),CSG ELA3,S,Wire
,,2010-056B,BSAT-3B,BSAT 3B,S37207,,,,,
2010-057,2010 Oct 31 1626:04,2010-057A,Beidou DW 6,di liu ke beidou daohang,S37210,Chang Zheng 3C,Y5,XSC LC2,S,xinhuanet.com
2010-058,2010 Nov 2 0058:39,2010-058A,Meridian No. 13L,Meridian No. 13L,S37212,Soyuz-2-1A,760-12 -167 006,GIK-1 LC43/4,S,MK1101-20
2010-059,2010 Nov 4 1837:12,2010-059A,Feng Yun 3B,fengyun sanhao 01 B xing,S37214,Chang Zheng 4C,Y7,TYSC LC9,S,nasaspaceflight.com
2010-060,2010 Nov 6 0220:03,2010-060A,COSMO 4,COSMO-Skymed 4,S37216,Delta 7420-10C,D350,V SLC2W,S,spaceflightnow.com
2010-061,2010 Nov 14 1729:20,2010-061A,SkyTerra 1,MSV 1,S37218,Proton-M/Briz-M,935-13/99516,GIK-5 LC200/39,S,NK1101-26
2010-062,2010 Nov 20 0125:00,2010-062A,STPSat-2,STP-SIV,S37222,Minotaur IV,3,KLC LP1,S,Wire
,,2010-062B,RAX,Radio Aurora Explorer,S37223,,,,,
,,2010-062C,O/OREOS,O/OREOS,S37224,,,,,
,,2010-062D,Fastsat-HSV,Fastsat-HSV,S37225,,,,,
,,2010-062E,Falconsat-5,Falconsat-5,S37226,,,,,
,,2010-062F,Fastrac-OSCAR-69,Fastrac 1,S37227,,,,,
,,2010-062L,Nanosail-D2,NanoSail-D2,S37361,,,,,
,,2010-062M,Fastrac-OSCAR-70,Fastrac 2,S37380,,,,,
2010-063,2010 Nov 21 2258:00,2010-063A,USA 223,ORION 7,S37232,Delta 4H,D4-14 (351),CC SLC37B,S,Wire
2010-064,2010 Nov 24 1609:04,2010-064A,Zhongxing 20A,Shentong yi hao 02 xing,S37234,Chang Zheng 3A,Y21,XSC LC3,S,nasaspaceflight.com
2010-065,2010 Nov 26 1839,2010-065A,Hylas,Hylas,S37237,Ariane 5ECA,V198 (556),CSG ELA3,S,Wire
,,2010-065B,Intelsat IS-17,Intelsat IS-17,S37238,,,,,
2010-066,2010 Dec 8 1543,2010-066A,Dragon C1,Dragon C101,S37244,Falcon 9,2,CC LC40,S,Wire
,,2010-066B,QbX-2,NRO Colony I,S37245,,,,,
,,2010-066C,SMDC-ONE,SMDC-ONE,S37246,,,,,
,,2010-066D,Perseus 003,LANL Cubesat 3,S37247,,,,,
,,2010-066E,Perseus 001,LANL Cubesat 1,S37248,,,,,
,,2010-066F,QbX-1,NRO Colony I,S37249,,,,,
,,2010-066G,Perseus 002,LANL Cubesat 2,S37250,,,,,
,,2010-066H,Perseus 000,LANL Cubesat 0,S37251,,,,,
,,2010-066J,Caerus/Mayflower,Caerus,S37252,,,,,
2010-067,2010 Dec 15 1909:25,2010-067A,Soyuz TMA-20,Soyuz 11F732A17 No. 230,S37254,Soyuz-FG,B 15000-034 034,GIK-5 LC1,S,NK1102-12
2010-068,2010 Dec 17 2020:04,2010-068A,Beidou DW 7,diqi ke beidou daohang we,S37256,Chang Zheng 3A,Y18,XSC LC3,S,xinhuanet.com
2010-069,2010 Dec 26 2151:00,2010-069A,KA-Sat,KA-Sat,S37258,Proton-M/Briz-M,935-17/99518,GIK-5 LC200/39,S,NK1103-37
2010-070,2010 Dec 29 2127,2010-070A,Hispasat 1E,Hispasat 1E,S37264,Ariane 5ECA,V199 (557),CSG ELA3,S,Wire
,,2010-070B,Olleh 1,Koreasat 6,S37265,,,,,
2011-001,2011 Jan 20 1229:02,2011-001A,Elektro-L No. 1,Elektro-L,S37344,Zenit-3SLBF,SB80.1-2007/1/2,GIK-5 LC45/1,S,NK1103-26
2011-002,2011 Jan 20 2110:30,2011-002A,USA 224,Enhanced CRYSTAL 2109?,S37348,Delta 4H,D4-15 (352),VS SLC6,S,Wire
2011-003,2011 Jan 22 0537:57,2011-003A,Kounotori 2 gouki,HTV 2,S37351,H-IIB,H-IIB-F2,TNSC Y2,S,Wire
2011-004,2011 Jan 28 0131:39,2011-004A,Progress M-09M,Progress 7K-TGM No.409,S37359,Soyuz-U-PVB,I 15000-126 126,GIK-5 LC1,S,NK1103-14
,,1998-067CK,RadioSkaf-V,ARISSat-1,S37772,,,,,
2011-005,2011 Feb 1 1400:14,2011-005A,Geo-IK-2 No. 11,Musson-2 No. 11,S37362,Rokot,630-9793-568/72,GIK-1 LC133/3,F,NK1104-26
2011-006,2011 Feb 6 1226,2011-006A,USA 225,RPP Aquila,S37364,Minotaur 1,-,VS SLC8,S,spaceflightnow.com
2011-007,2011 Feb 16 2151:02,2011-007A,Johannes Kepler,ATV 2,S37368,Ariane 5ES/ATV,V200 (544),CSG ELA3,S,Wire
2011-008,2011 Feb 24 2153:24,2011-008A,Discovery (STS-133),OV-103,S37371,Space Shuttle,STS-133,KSC LC39A,S,Wire
,,2011-008,Leonardo PMM,MPLM-1,A07796,,,,,
2011-009,2011 Feb 26 0307:15,2011-009A,Glonass-K1 No. 701K,Uragan-K1 No. 11L,S37372,Soyuz-2-1B,770-24 -208 017,GIK-1 LC43/4,S,NK1104-31
2011-010,2011 Mar 5 2246,2011-010A,X-37B OTV-2,X-37B No. 2,S37375,Atlas V 501,AV-026,CC SLC41,S,Wire
2011-011,2011 Mar 11 2338,2011-011A,USA 227,QUASAR 16?,S37377,"Delta 4M+(4,2)",D4-16 (353),CC SLC37B,S,Wire
2011-012,2011 Apr 4 2218:20,2011-012A,Soyuz TMA-21,Soyuz 11F732A17 No. 231,S37382,Soyuz-FG,I 15000-036 036,GIK-5 LC1,S,NK1106-20
2011-013,2011 Apr 9 2047:04,2011-013A,Beidou DW 8,diba ke beidou daohang we,S37384,Chang Zheng 3A,Y19,XSC LC3,S,xinhuanet.com
2011-014,2011 Apr 15 0424:10,2011-014A,USA 229,INTRUDER 9,S37386,Atlas V 411,AV-027,VS SLC3E,S,Wire
,,2011-014B,USA 229 P/L 2,INTRUDER 10,S37391,,,,,
2011-015,2011 Apr 20 0442,2011-015A,Resourcesat-2,Resourcesat-2,S37387,PSLV,PSLV-C16,SHAR FLP,S,Wire
,,2011-015B,Youthsat,IMS-1A,S37388,,,,,
,,2011-015C,X-Sat,-,S37389,,,,,
2011-016,2011 Apr 22 2137,2011-016A,Intelsat New Dawn,Intelsat New Dawn,S37392,Ariane 5ECA,VA201 (558),CSG ELA3,S,Wire
,,2011-016B,Al Yah 1,Yahsat 1A,S37393,,,,,
2011-017,2011 Apr 27 1305:21,2011-017A,Progress M-10M,Progress 7K-TGM No.410,S37396,Soyuz-U-PVB,Yu15000-116 116,GIK-5 LC1,S,NK1106-33
2011-018,2011 May 4 1741:33,2011-018A,Meridian No. 14L,Meridian No. 14L,S37398,Soyuz-2-1A,760-12 -230 015,GIK-1 LC43/4,S,NK1107-28
2011-019,2011 May 7 1810,2011-019A,SBIRS GEO-1,SBIRS GEO SV1,S37481,Atlas V 401,AV-022?,CC SLC41,S,Wire
2011-020,2011 May 16 1256:28,2011-020A,Endeavour (STS-134),OV-105,S37577,Space Shuttle,STS-134,KSC LC39A,S,Wire
2011-021,2011 May 20 1915:19,2011-021A,Estrela do Sul 2,Telstar 14R,S37602,Proton-M/Briz-M,935-19/99520,GIK-5 LC200/39,S,NK1107-35
2011-022,2011 May 20 2038,2011-022A,GSAT-8,INSAT-4G,S37605,Ariane 5ECA,VA202 (559),CSG ELA3,S,Wire
,,2011-022B,ST-2,Singapore-Taiwan 2,S37606,,,,,
2011-023,2011 Jun 7 2012:45,2011-023A,Soyuz TMA-02M,Soyuz 11F732A47 No. 702,S37633,Soyuz-FG,I 15000-037 037,GIK-5 LC1,S,NK1108-19
2011-024,2011 Jun 10 1420:13,2011-024A,SAC-D/Aquarius,SAC-D,S37673,Delta 7320-10C,D354,V SLC2W,S,spaceflightnow.com
2011-025,2011 Jun 15 0915:03,2011-025A,Rasad,-,S37675,Safir,UIS.0001,SEM SAF,S,youtube/eEZDofyRPuc
