Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
Caroline in the City,1995–1999,"Comedy, Romance",USA,6.2,"2,918",tt0111910,1995,62.0
Cartoon Planet,1995–1999,"Animation, Comedy, Musical",USA,8.2,336,tt0111911,1995,82.0
C.P.W.,1995–1996,Drama,USA,6.8,247,tt0111914,1995,68.0
Cinema 3,1984–,News,Spain,6.7,115,tt0111920,1984,67.0
The Client,1995–1996,"Crime, Drama, Thriller",USA,6.1,189,tt0111924,1995,61.0
Coogan's Run,1995–,Comedy,UK,7.4,279,tt0111925,1995,74.0
Correlli,1995–,"Crime, Drama, Mystery",Australia,7.3,157,tt0111927,1995,73.0
Cybill,1995–1998,Comedy,USA,6.9,"3,104",tt0111932,1995,69.0
Deadly Games,1995–1996,Sci-Fi,USA,6.6,96,tt0111937,1995,66.0
"Dr. Katz, Professional Therapist",1995–2002,"Animation, Comedy",USA,7.5,"4,722",tt0111942,1995,75.0
The Drew Carey Show,1995–2004,"Comedy, Drama",USA,6.9,"14,121",tt0111945,1995,69.0
Dumb and Dumber,1995–1996,"Animation, Comedy, Family",USA,5.6,650,tt0111946,1995,56.0
Earthworm Jim,1995–1996,"Animation, Action, Adventure",USA,7.5,"1,763",tt0111948,1995,75.0
Familie Heinz Becker,1992–2004,"Comedy, Family",Germany,8.0,230,tt0111957,1992,80.0
Father Ted,1995–1998,Comedy,UK,8.6,"32,461",tt0111958,1995,86.0
Fist of Fun,1995–1996,Comedy,UK,8.5,253,tt0111962,1995,85.0
Flipper,1995–,"Family, Drama, Adventure","USA, Australia",5.4,801,tt0111964,1995,54.0
Freakazoid!,1995–1997,"Animation, Comedy, Family, Fantasy, Sci-Fi",USA,7.6,"6,501",tt0111970,1995,76.0
Fudge,1995–1997,"Comedy, Family",USA,7.4,138,tt0111971,1995,74.0
Fushigi Yûgi - The Mysterious Play,1995–2002,"Animation, Adventure, Drama, Fantasy, Romance",Japan,8.0,734,tt0111973,1995,80.0
Für alle Fälle Stefanie,1995–2004,Drama,Germany,2.8,92,tt0111974,1995,28.0
Game On,1995–1998,Comedy,UK,8.0,"1,587",tt0111976,1995,80.0
The Genie from Down Under,1996–1998,"Family, Comedy, Romance, Fantasy",Australia,7.5,153,tt0111978,1996,75.0
Get Smart,1995,"Comedy, Crime, Mystery",USA,6.8,780,tt0111982,,68.0
Goosebumps,1995–1998,"Family, Fantasy, Horror, Mystery, Thriller",Canada,7.8,"10,352",tt0111987,1995,78.0
Hamish Macbeth,1995–1997,"Comedy, Drama",UK,7.8,"1,201",tt0111993,1995,78.0
Hang Time,1995–2000,Comedy,USA,7.0,572,tt0111994,1995,70.0
Happily Ever After: Fairy Tales for Every Child,1995–2000,"Animation, Adventure, Fantasy",USA,6.5,430,tt0111996,1995,65.0
Hercules: The Legendary Journeys,1995–1999,"Action, Adventure, Drama, Fantasy, Romance","USA, New Zealand",6.5,"24,370",tt0111999,1995,65.0
High Society,1995–,Comedy,USA,7.8,101,tt0112002,1995,78.0
Hollyoaks,1995–,"Drama, Romance",UK,5.1,"3,518",tt0112004,1995,51.0
Hope & Gloria,1995–1996,Comedy,USA,6.9,97,tt0112006,1995,69.0
House of Buggin',1995,Comedy,USA,8.0,115,tt0112007,,80.0
In the House,1995–1999,Comedy,USA,7.0,710,tt0112015,1995,70.0
Iznogoud,1995–,"Animation, Adventure, Comedy","France, UK",7.4,163,tt0112021,1995,74.0
JAG,1995–2005,"Action, Crime, Drama, Mystery, Thriller",USA,6.6,"14,908",tt0112022,1995,66.0
The Jeff Foxworthy Show,1995–1997,"Comedy, Family",USA,5.3,510,tt0112025,1995,53.0
Kirk,1995–1997,Comedy,USA,3.5,140,tt0112033,1995,35.0
Kotikatu,1995–2012,Drama,Finland,4.7,202,tt0112035,1995,47.0
The Late Late Show with Tom Snyder,1995–1998,Talk-Show,USA,7.2,103,tt0112043,1995,72.0
Die Harald Schmidt Show,1995–2004,"Comedy, Talk-Show",Germany,7.8,672,tt0112044,1995,78.0
Legend,1995–,"Western, Sci-Fi, Adventure",USA,7.7,237,tt0112045,1995,77.0
Life with Louie,1995–1998,"Animation, Family, Comedy",USA,8.3,"5,454",tt0112047,1995,83.0
Lille lørdag,1995–1996,Comedy,Norway,7.7,158,tt0112048,1995,77.0
MADtv,1995–2016,"Comedy, Reality-TV, Talk-Show",USA,7.2,"8,869",tt0112056,1995,72.0
Magic Knight Rayearth,1994–1995,"Animation, Action, Adventure",Japan,7.8,589,tt0112057,1994,78.0
Os Malucos do Riso,1995–2005,Comedy,Portugal,4.4,92,tt0112058,1995,44.0
The Marshal,1995–,"Action, Crime, Drama",USA,7.5,133,tt0112061,1995,75.0
The Mask,1995–1997,"Animation, Comedy, Fantasy",USA,7.0,"10,673",tt0112064,1995,70.0
McCallum,1995–1998,Drama,UK,7.9,314,tt0112067,1995,79.0
"Mirror, Mirror",1995–,"Adventure, Drama, Family","Australia, New Zealand",7.1,470,tt0112073,1995,71.0
Mission Top Secret,1994–,"Crime, Sci-Fi","Australia, Spain, UK, New Zealand, Netherlands",8.3,152,tt0112076,1994,83.0
Mr. Show with Bob and David,1995–1998,Comedy,USA,8.3,"8,100",tt0112084,1995,83.0
Murder One,1995–1997,"Crime, Drama, Mystery, Thriller",USA,8.1,"1,828",tt0112086,1995,81.0
Mysterious Island,1995,"Adventure, Sci-Fi","Canada, New Zealand",7.4,173,tt0112089,,74.0
The Naked Truth,1995–1998,Comedy,USA,6.9,642,tt0112090,1995,69.0
Nancy Drew,1995–,"Crime, Family, Mystery","France, Canada",7.3,115,tt0112091,1995,73.0
Ned and Stacey,1995–1997,Comedy,USA,7.1,"1,323",tt0112093,1995,71.0
NewsRadio,1995–1999,"Comedy, Romance",USA,7.9,"11,831",tt0112095,1995,79.0
Next of Kin,1995–1997,Comedy,UK,8.2,106,tt0112096,1995,82.0
Night Stand,1995–1999,Comedy,USA,8.9,432,tt0112097,1995,89.0
Nowhere Man,1995–1996,"Action, Drama, Mystery",USA,8.4,"1,434",tt0112104,1995,84.0
The Outer Limits,1995–2002,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Canada, USA",7.8,"10,026",tt0112111,1995,78.0
Pacific Blue,1996–2000,"Action, Crime, Drama, Thriller",USA,5.7,"2,673",tt0112112,1996,57.0
The Parent 'Hood,1995–1999,Comedy,USA,6.9,729,tt0112115,1995,69.0
Pinky and the Brain,1995–1998,"Animation, Comedy, Family, Sci-Fi",USA,7.9,"25,364",tt0112123,1995,79.0
Pointman,1995–,Action,USA,7.9,109,tt0112125,1995,79.0
Starla and the Jewel Riders,1995–,"Animation, Adventure, Family",USA,7.5,151,tt0112131,1995,75.0
The Queen's Nose,1995–,"Comedy, Drama, Family",UK,7.4,409,tt0112133,1995,74.0
Der Schattenmann,1996–,"Crime, Thriller","Germany, Austria",8.0,221,tt0112154,1996,80.0
Neon Genesis Evangelion,1995–1996,"Animation, Action, Drama, Sci-Fi, Thriller",Japan,8.6,"35,839",tt0112159,1995,86.0
The Single Guy,1995–1997,Comedy,USA,5.9,339,tt0112163,1995,59.0
Singled Out,1995–1997,"Game-Show, Romance",USA,6.3,256,tt0112164,1995,63.0
The Slayers,1995–,"Animation, Action, Adventure","Japan, USA",7.6,"1,720",tt0112166,1995,76.0
Sliders,1995–2000,"Adventure, Fantasy, Sci-Fi",USA,7.4,"14,810",tt0112167,1995,74.0
Space: Above and Beyond,1995–1996,"Drama, Sci-Fi",USA,7.7,"6,949",tt0112173,1995,77.0
Spellbinder,1995–,"Adventure, Family, Fantasy, Sci-Fi","Australia, Poland",8.2,"1,635",tt0112174,1995,82.0
Spider-Man,1994–1998,"Animation, Action, Adventure, Crime, Drama, Family, Fantasy, Romance, Sci-Fi, Thriller",USA,8.3,"22,279",tt0112175,1994,83.0
Star Trek: Voyager,1995–2001,"Action, Adventure, Sci-Fi",USA,7.7,"50,274",tt0112178,1995,77.0
Stockinger,1996–1997,"Comedy, Crime",Austria,6.6,127,tt0112180,1996,66.0
Strange Luck,1995–1996,"Drama, Mystery, Thriller",USA,8.3,385,tt0112182,1995,83.0
The Sylvester & Tweety Mysteries,1995–2001,"Animation, Comedy, Crime, Family, Mystery",USA,7.1,"3,006",tt0112186,1995,71.0
They Think It's All Over,1995–,"Comedy, Game-Show, Sport",UK,6.8,659,tt0112193,1995,68.0
The Thin Blue Line,1995–1996,"Comedy, Crime",UK,7.5,"5,220",tt0112194,1995,75.0
The Tick,1994–1997,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",USA,7.9,"8,150",tt0112196,1994,79.0
Timon & Pumbaa,1995–1999,"Animation, Adventure, Comedy, Family",USA,7.1,"7,727",tt0112197,1995,71.0
Unhappily Ever After,1995–1999,Comedy,USA,6.9,"2,417",tt0112206,1995,69.0
Our Charly,1995–,"Comedy, Drama, Family",Germany,4.2,270,tt0112207,1995,42.0
Ürgammák,1995–1998,"Adventure, Family, Sci-Fi",Hungary,2.8,172,tt0112208,1995,28.0
VR.5,1995–,"Adventure, Drama, Sci-Fi",USA,7.4,545,tt0112209,1995,74.0
Vanishing Son,1995–,Adventure,USA,8.2,140,tt0112210,1995,82.0
WMAC Masters,1995–1996,"Action, Family, Sport",USA,7.9,235,tt0112216,1995,79.0
The Wayans Bros.,1995–1999,Comedy,USA,7.3,"3,793",tt0112220,1995,73.0
"Legend of the Angel of Love, Wedding Peach",1995–,"Animation, Comedy, Fantasy",Japan,6.4,156,tt0112221,1995,64.0
Wishbone,1995–1998,"Adventure, Comedy, Family",USA,8.3,"2,903",tt0112225,1995,83.0
Xena: Warrior Princess,1995–2001,"Action, Adventure, Drama, Fantasy","USA, New Zealand",6.8,"37,412",tt0112230,1995,68.0
Kishin dôji Zenki,1995–,"Animation, Action, Adventure, Fantasy",Japan,6.2,104,tt0112233,1995,62.0
Blue Murder,1995–,"Crime, Drama",Australia,8.6,659,tt0112538,1995,86.0
The Superdimensional Fortress Macross II: Lovers Again,1992–,"Animation, Short, Music",Japan,6.2,511,tt0113726,1992,62.0
Sailor Moon,1995–2000,"Animation, Action, Adventure, Comedy, Family, Fantasy, Romance",Japan,7.7,"10,527",tt0114327,1995,77.0
Taxicab Confessions,1995–,"Comedy, Reality-TV",USA,6.4,352,tt0114639,1995,64.0
We Are Angels,1997–,"Adventure, Comedy, Crime",Italy,6.2,335,tt0114899,1997,62.0
3rd Rock from the Sun,1996–2001,"Comedy, Family, Sci-Fi",USA,7.8,"42,939",tt0115082,1996,78.0
7th Heaven,1996–2007,"Drama, Family, Romance",USA,5.2,"22,707",tt0115083,1996,52.0
Ace Ventura: Pet Detective,1995–,"Animation, Comedy, Family","USA, Canada",5.7,617,tt0115084,1995,57.0
The Adventures of Shirley Holmes,1996–2000,"Mystery, Family",Canada,7.6,313,tt0115085,1996,76.0
The Adventures of Sinbad,1996–1998,"Fantasy, Action, Adventure",Canada,7.2,"1,334",tt0115086,1996,72.0
Alarm für Cobra 11 - Die Autobahnpolizei,1996–,"Action, Crime, Drama",Germany,6.4,"4,383",tt0115088,1996,64.0
Anna Holt - polis,1996–1999,Crime,Sweden,5.6,75,tt0115099,1996,56.0
Arli$$,1996–2002,"Comedy, Sport",USA,7.1,"1,030",tt0115101,1996,71.0
Bakuretsu hunters,1995–,"Animation, Adventure, Comedy",Japan,7.2,89,tt0115104,1995,72.0
Ballykissangel,1996–2001,"Comedy, Drama",UK,7.5,"1,143",tt0115105,1996,75.0
Beast Wars: Transformers,1996–1999,"Animation, Action, Sci-Fi",Canada,8.1,"6,782",tt0115108,1996,81.0
The Big Easy,1996–1997,"Crime, Drama","USA, UK",7.5,163,tt0115111,1996,75.0
Boston Common,1996–1997,Comedy,USA,7.0,543,tt0115115,1996,70.0
Bruno the Kid,1996–1997,"Action, Family, Animation",USA,6.4,154,tt0115118,1996,64.0
The Bugs n' Daffy Show,1996–1999,"Animation, Family, Comedy",USA,8.1,165,tt0115121,1996,81.0
Der Bulle von Tölz,1996–,"Comedy, Crime",Germany,6.4,363,tt0115122,1996,64.0
The Burning Zone,1996–1997,"Fantasy, Sci-Fi, Thriller",USA,7.2,157,tt0115123,1996,72.0
The Cape,1996–1997,"Action, Drama",USA,7.2,152,tt0115126,1996,72.0
The Spooktacular New Adventures of Casper,1996–1998,"Animation, Comedy, Family, Fantasy",USA,5.9,862,tt0115128,1996,59.0
Clueless,1996–1999,Comedy,USA,5.7,"2,255",tt0115137,1996,57.0
Cosby,1996–2000,Comedy,USA,6.5,"2,021",tt0115144,1996,65.0
The Daily Show,1996–,"Comedy, News, Talk-Show",USA,8.5,"41,579",tt0115147,1996,85.0
The Dana Carvey Show,1996–,Comedy,USA,7.2,710,tt0115148,1996,72.0
Dangerous Minds,1996–1997,Drama,USA,6.3,108,tt0115149,1996,63.0
Dark Skies,1996–1997,"Adventure, Drama, Mystery, Sci-Fi",USA,7.7,"1,619",tt0115151,1996,77.0
Dexter's Laboratory,1996–2003,"Animation, Comedy, Family, Sci-Fi",USA,8.0,"38,011",tt0115157,1996,80.0
Dragon Flyz,1996–,"Action, Animation, Sci-Fi",France,7.2,100,tt0115159,1996,72.0
EZ Streets,1996–1997,"Crime, Drama, Romance",USA,8.4,194,tt0115161,1996,84.0
Early Edition,1996–2000,"Adventure, Comedy, Drama, Fantasy",USA,7.5,"10,422",tt0115163,1996,75.0
Everybody Loves Raymond,1996–2005,Comedy,USA,7.1,"57,301",tt0115167,1996,71.0
F/X: The Series,1996–1998,"Action, Crime, Drama","USA, Canada",6.9,605,tt0115168,1996,69.0
Familiesagaen de syv søstre,1996–2000,"Drama, Romance",Norway,3.7,134,tt0115171,1996,37.0
Flash Forward,1996–1997,"Family, Comedy","Canada, USA",7.8,"1,356",tt0115173,1996,78.0
En fyra för tre,1996–1997,Comedy,Sweden,6.0,150,tt0115181,1996,60.0
Gargoyles: The Goliath Chronicles,1996–1997,"Animation, Action, Crime",USA,7.8,957,tt0115184,1996,78.0
Hey Arnold!,1994–2004,"Animation, Comedy, Drama, Family",USA,7.7,"27,305",tt0115200,1994,77.0
High Incident,1996–1997,"Crime, Drama",USA,7.6,294,tt0115202,1996,76.0
Homeboys in Outer Space,1996–1997,"Comedy, Sci-Fi",USA,4.1,194,tt0115206,1996,41.0
Hurricanes,1993–1997,"Animation, Family, Sport","USA, UK, Canada",7.3,129,tt0115209,1993,73.0
The Incredible Hulk,1996–1998,"Animation, Action, Adventure, Fantasy, Sci-Fi",USA,6.9,"2,362",tt0115215,1996,69.0
Iron Man,1994–1996,"Animation, Action, Adventure, Sci-Fi",USA,6.8,"2,414",tt0115218,1994,68.0
The Jamie Foxx Show,1996–2001,Comedy,USA,6.6,"2,310",tt0115221,1996,66.0
The Real Adventures of Jonny Quest,1996–1997,"Animation, Action, Adventure, Drama, Family, Sci-Fi, Thriller",USA,7.8,"1,984",tt0115226,1996,78.0
Judge Judy,1996–,"Crime, Reality-TV",USA,6.0,"3,333",tt0115227,1996,60.0
Jumanji,1996–1999,"Animation, Action, Adventure, Family, Fantasy",USA,6.4,"1,354",tt0115228,1996,64.0
Kenan & Kel,1996–2000,"Comedy, Family",USA,7.9,"12,779",tt0115231,1996,79.0
Klinik unter Palmen,1996–,"Drama, Family",Germany,2.6,103,tt0115233,1996,26.0
Kodomo no omocha,1996–1998,"Animation, Comedy, Drama",Japan,8.0,290,tt0115234,1996,80.0
Koroleva Margo,1996–,"Biography, Drama, Romance",Russia,7.4,160,tt0115235,1996,74.0
L.A. Heat,1996–1999,"Action, Crime",USA,7.6,295,tt0115237,1996,76.0
The Lazarus Man,1996–,Western,USA,7.9,132,tt0115241,1996,79.0
Lihaksia ja luoteja,1996–,Comedy,Finland,7.1,307,tt0115246,1996,71.0
Loveline,1996–2000,"Comedy, Talk-Show",USA,7.3,137,tt0115253,1996,73.0
Madeline,1989–2001,"Animation, Family","Canada, USA",7.0,983,tt0115257,1989,70.0
Malcolm & Eddie,1996–2000,Comedy,USA,6.8,"1,103",tt0115259,1996,68.0
Malibu Shores,1996–,Drama,USA,6.5,203,tt0115260,1996,65.0
Martian Successor Nadesico,1996–,"Animation, Comedy, Sci-Fi",Japan,7.6,355,tt0115263,1996,76.0
Men Behaving Badly,1996–1997,Comedy,USA,6.4,672,tt0115265,1996,64.0
Mighty Ducks,1996–1997,"Animation, Action, Comedy, Family, Sci-Fi, Sport",USA,6.5,"1,155",tt0115269,1996,65.0
Millennium,1996–1999,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",USA,8.0,"8,956",tt0115270,1996,80.0
Moesha,1996–2001,"Comedy, Drama, Family",USA,5.6,"2,673",tt0115275,1996,56.0
Mr. & Mrs. Smith,1996–,"Action, Adventure, Crime",USA,7.6,455,tt0115277,1996,76.0
Muppets Tonight,1996–1998,"Comedy, Family, Music","France, USA",7.9,"1,369",tt0115279,1996,79.0
Mysteriet på Greveholm,1996–,"Comedy, Family, Fantasy",Sweden,8.3,"1,124",tt0115282,1996,83.0
The Mystery Files of Shelby Woo,1996–1999,"Crime, Family, Mystery","Canada, USA",7.6,406,tt0115283,1996,76.0
Médico de familia,1995–1999,"Comedy, Drama",Spain,5.1,428,tt0115284,1995,51.0
Nash Bridges,1996–2001,"Action, Crime, Drama, Mystery, Thriller",USA,6.9,"5,646",tt0115285,1996,69.0
Never Mind the Buzzcocks,1996–2015,"Comedy, Game-Show, Music",UK,7.9,"4,849",tt0115286,1996,79.0
The New Adventures of Robin Hood,1997–1999,"Action, Adventure","France, USA",6.3,559,tt0115289,1997,63.0
The Newsroom,1996–2005,"Comedy, Drama",Canada,7.4,453,tt0115291,1996,74.0
Oh Doctor Beeching!,1995–1997,Comedy,UK,7.3,305,tt0115302,1995,73.0
"Omerta, la loi du silence",1996–,"Thriller, Crime",Canada,8.5,240,tt0115303,1996,85.0
Pearl,1996–1997,Comedy,USA,6.6,90,tt0115312,1996,66.0
Poltergeist: The Legacy,1996–1999,"Horror, Sci-Fi","Canada, USA",7.1,"1,416",tt0115317,1996,71.0
Power Rangers Zeo,1996–1997,"Action, Comedy, Family","USA, France, Japan",6.7,"1,566",tt0115319,1996,67.0
The Pretender,1996–2000,"Drama, Mystery, Sci-Fi, Thriller",USA,7.5,"13,620",tt0115320,1996,75.0
Profiler,1996–2000,"Crime, Drama, Thriller, Mystery",USA,7.3,"3,028",tt0115322,1996,73.0
Profit,1996–,Drama,USA,8.8,"1,729",tt0115323,1996,88.0
Promised Land,1996–1999,Drama,USA,7.1,448,tt0115325,1996,71.0
PSI Factor: Chronicles of the Paranormal,1996–2000,"Drama, Fantasy, Mystery",Canada,7.2,"1,488",tt0115326,1996,72.0
Relativity,1996–1997,Drama,USA,7.7,223,tt0115332,1996,77.0
Remember WENN,1996–1998,"Comedy, Drama",USA,8.9,254,tt0115333,1996,89.0
Road Rovers,1996–,"Animation, Action, Comedy",USA,7.2,217,tt0115336,1996,72.0
The Rosie O'Donnell Show,1996–2002,"Comedy, Talk-Show",USA,3.9,"1,088",tt0115338,1996,39.0
"Sabrina, the Teenage Witch",1996–2003,"Comedy, Family, Fantasy",USA,6.7,"30,427",tt0115341,1996,67.0
Savannah,1996–1997,Drama,USA,7.5,583,tt0115346,1996,75.0
Second Noah,1996–1998,"Drama, Family",USA,7.5,246,tt0115349,1996,75.0
The Sentinel,1996–1999,"Action, Adventure, Crime, Sci-Fi","USA, Canada",6.7,"1,774",tt0115351,1996,67.0
Silent Witness,1996–,"Crime, Drama, Mystery",UK,7.8,"4,425",tt0115355,1996,78.0
Skilda världar,1996–2002,Drama,Sweden,4.4,302,tt0115360,1996,44.0
Something So Right,1996–1998,Comedy,USA,7.6,92,tt0115365,1996,76.0
Space Cases,1996–1997,"Comedy, Family, Sci-Fi",Canada,7.2,649,tt0115366,1996,72.0
Sparks,1996–1998,Comedy,USA,7.5,107,tt0115367,1996,75.0
Spin City,1996–2002,Comedy,USA,7.3,"23,828",tt0115369,1996,73.0
The Steve Harvey Show,1996–2002,Comedy,USA,6.7,"2,268",tt0115372,1996,67.0
Strisser på Samsø,1997–,"Crime, Drama",Denmark,6.1,252,tt0115374,1997,61.0
Suddenly Susan,1996–2000,Comedy,USA,5.7,"2,266",tt0115376,1996,57.0
Superman,1996–2000,"Animation, Action, Adventure, Family, Sci-Fi",USA,8.1,"11,791",tt0115378,1996,81.0
Sweat,1996,"Drama, Sport",Australia,7.4,128,tt0115379,,74.0
TFI Friday,1996–2015,"Comedy, Music, Talk-Show",UK,7.0,220,tt0115383,1996,70.0
Tarzan: The Epic Adventures,1996–,"Action, Adventure, Fantasy",USA,6.9,155,tt0115385,1996,69.0
This Life,1996–1997,Drama,UK,8.5,"1,654",tt0115390,1996,85.0
Townies,1996–,Comedy,USA,6.6,110,tt0115395,1996,66.0
Tracey Takes On...,1996–1999,Comedy,USA,7.1,405,tt0115396,1996,71.0
Traders,1996–2000,Drama,Canada,7.9,268,tt0115397,1996,79.0
Trotto libre,1996,Comedy,Norway,7.4,154,tt0115399,,74.0
Two,1996–1997,"Crime, Thriller",Canada,8.6,95,tt0115404,1996,86.0
The NeverEnding Story,1995–,"Animation, Adventure, Fantasy","Canada, France, Germany",6.5,191,tt0115406,1995,65.0
Unit 13,1996–1998,"Crime, Drama",Netherlands,8.2,189,tt0115407,1996,82.0
Water Rats,1996–2001,"Action, Crime, Drama, Mystery",Australia,7.0,556,tt0115417,1996,70.0
The West,1996–,"Documentary, History, War",USA,8.4,"1,268",tt0115418,1996,84.0
Wind at My Back,1996–2001,"Drama, Family",Canada,8.1,352,tt0115420,1996,81.0
Wing Commander Academy,1996,"Animation, Action, Adventure",USA,7.0,124,tt0115421,,70.0
BeetleBorgs,1996–1998,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","USA, France, Japan",6.4,974,tt0115674,1996,64.0
C-Bear and Jamal,1996–,"Animation, Family, Fantasy",USA,4.9,378,tt0115795,1996,49.0
Un posto al sole,1996–,Drama,Italy,3.8,114,tt0117367,1996,38.0
Sherman Oaks,1995–1997,Comedy,USA,6.0,168,tt0117629,1995,60.0
The Adventures of Lano & Woodley,1997–1999,Comedy,Australia,8.5,632,tt0118250,1997,85.0
All Dogs Go to Heaven: The Series,1996–1999,"Animation, Adventure, Family",USA,6.9,439,tt0118252,1996,69.0
Ally McBeal,1997–2002,"Comedy, Drama, Fantasy, Music, Romance",USA,6.8,"27,515",tt0118254,1997,68.0
The New Batman Adventures,1997–1999,"Animation, Action, Adventure, Crime, Drama, Family, Mystery",USA,8.5,"11,490",tt0118266,1997,85.0
Brass Eye,1997–2001,Comedy,UK,8.6,"8,328",tt0118273,1997,86.0
Brooklyn South,1997–1998,"Crime, Drama",USA,6.9,614,tt0118275,1997,69.0
Buffy the Vampire Slayer,1996–2003,"Action, Drama, Fantasy, Romance",USA,8.2,"117,045",tt0118276,1996,82.0
Die Camper,1997–,Comedy,Germany,4.6,169,tt0118281,1997,46.0
The Chris Rock Show,1997–2000,"Comedy, Music, Talk-Show",USA,6.8,615,tt0118285,1997,68.0
Cow and Chicken,1995–1999,"Animation, Comedy, Family, Fantasy",USA,6.6,"16,194",tt0118289,1995,66.0
Cracker: Mind Over Murder,1997–1998,"Crime, Drama, Mystery",USA,5.8,292,tt0118290,1997,58.0
Crime Traveller,1997–,"Crime, Drama, Mystery",UK,7.2,289,tt0118292,1997,72.0
Daria,1997–2001,"Animation, Comedy, Drama, Romance",USA,8.1,"21,325",tt0118298,1997,81.0
Dawson's Creek,1998–2003,"Drama, Romance",USA,6.6,"30,875",tt0118300,1998,66.0
Dharma & Greg,1997–2002,"Comedy, Romance",USA,6.3,"26,424",tt0118303,1997,63.0
Fired Up,1997–1998,Comedy,USA,6.7,127,tt0118315,1997,67.0
You Wish,1997–,Comedy,USA,7.5,109,tt0118322,1997,75.0
George & Leo,1997–1998,Comedy,USA,7.6,100,tt0118323,1997,76.0
Good Guys Bad Guys,1997–1998,"Crime, Drama, Mystery",Australia,8.5,98,tt0118326,1997,85.0
The Grand,1997–1998,Drama,UK,7.5,539,tt0118327,1997,75.0
Gun,1997–,Drama,USA,6.1,273,tt0118330,1997,61.0
Herman Enciclopédia,1997–1998,Comedy,Portugal,8.7,303,tt0118337,1997,87.0
Space Goofs,1997–,"Animation, Comedy, Family","France, Canada",7.1,303,tt0118343,1997,71.0
The Hunger,1997–2000,"Drama, Horror","UK, Canada, USA",6.4,720,tt0118346,1997,64.0
The Jenny McCarthy Show,1997–,"Comedy, Music",USA,4.7,107,tt0118355,1997,47.0
Jiskefet,1990–,Comedy,Netherlands,8.6,326,tt0118358,1990,86.0
Once a Thief,1996–1998,"Action, Comedy, Crime",Canada,7.0,501,tt0118359,1996,70.0
Johnny Bravo,1997–2004,"Animation, Comedy, Family",USA,7.3,"28,582",tt0118360,1997,73.0
Jonathan Creek,1997–2016,"Crime, Drama, Mystery",UK,8.2,"5,751",tt0118363,1997,82.0
Just Shoot Me!,1997–2003,Comedy,USA,6.9,"15,677",tt0118364,1997,69.0
Kees & Co.,1997–2006,Comedy,Netherlands,6.6,266,tt0118372,1997,66.0
King of the Hill,1997–2010,"Animation, Comedy, Drama",USA,7.3,"41,398",tt0118375,1997,73.0
Küstenwache,1997–,"Crime, Drama",Germany,5.0,152,tt0118378,1997,50.0
La Femme Nikita,1997–2001,"Action, Drama, Romance, Thriller",Canada,7.5,"8,281",tt0118379,1997,75.0
Lassie,1997–,"Drama, Family","Canada, USA",6.2,245,tt0118380,1997,62.0
Meego,1997–,"Comedy, Sci-Fi",USA,5.5,101,tt0118397,1997,55.0
